SH366006X,BIN1:PASS,BIN2:BIN2,BIN3:BIN3,BIN4:BIN4,BIN5:os,BIN6:test_mode,BIN7:function,BIN8:leakage,BIN9:vih_vil,BIN10:voh_vol,BIN11:rph_test,BIN12:idd_test,BIN13:cur_det,BIN14:write_mode,BIN15:lpd,BIN16:adc_test,BIN17:read_id,BIN18:lvr_real,BIN19:008_func,BIN20:pwr_schmit_2v1,BIN21:cell_tra_test,BIN22:vicr_test,BIN23:k_ideal_test,BIN24:cell_bal_test,BIN25:fet_dc,BIN26:olv_sccv_scdv,BIN27:vcc_start,BIN28:fuse_test,BIN29:008_idd,BIN30:008_idd,BIN31:reg3v01v8_test,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,unknow,unknow
SH367000X,BIN1:PASS,BIN2:repair_code_check,BIN3:CALIB_TEST,BIN4:Repair,BIN5:VC1_ini_VCV_TEST,BIN6:VC2_ini_VCV_TEST,BIN7:VC3_ini_VCV_TEST,BIN8:o/s,BIN9:VC4_ini_VCV_TEST ,BIN10:VC1_VCV_TEST,BIN11:VC2_VCV_TEST,BIN12:VC3_VCV_TEST,BIN13:VC4_VCV_TEST,BIN14:td_vc12,BIN15:Iop_3v5,BIN16:Iop_2v3,BIN17:IIN_TEST,BIN18:ICD_TEST,BIN19:IOH_VOH,BIN20:VOL_TEST,BIN21:IOH_4v3,BIN22:ap,BIN23:BIN23,BIN24:VC1_VCV_TEST_temp,BIN25:VC1_after_trim_VCV,BIN26:VC2_after_trim_VCV,BIN27:VC3_after_trim_VCV,BIN28:BIN28,BIN29:VC4_after_trim_VCV,BIN30:Repair_file,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,unknow,unknow
SH367004X,BIN1:PASS,BIN2:CODE_check ,BIN3:Repair_check,BIN4:CALIB_TEST,BIN5:logic_TEST,BIN6:VC1_5_TEST,BIN7:BIN7,BIN8:OS,BIN9:BIN9,BIN10:VDV_Release2b_TEST,BIN11:BIN11,BIN12:Power_down_Slaver_TEST,BIN13:VDC_VCC_TEST,BIN14:Zero_Battery_Charge ,BIN15:Open_Wire_TEST,BIN16:SEL_DC_TEST,BIN17:CELL_Balance_TEST,BIN18:R_Balance_TEST,BIN19:VCD_TEST,BIN20:BIN20,BIN21:CHG_DSG_DC_TEST,BIN22:ICC_IPD_TEST,BIN23:VDD_RAGE_BAL_DC_ADD,BIN24:LVR_TEST,BIN25:OTHER_DC_TEST,BIN26:CHD_DSD_CDC_TEST,BIN27:TID2_TEST,BIN28:RC_TEMPERATURE0_TEST,BIN29:TEMPERATURE2_TEST ,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,LN,TSOP24
SH61F83Q,BIN1:PASS,BIN2:BIN2,BIN3:BIN3,BIN4:BIN4,BIN5:BIN5,BIN6:BIN6,BIN7:BIN7,BIN8:os,BIN9:BIN9,BIN10:BIN10,BIN11:BIN11,BIN12:BIN12,BIN13:BIN13,BIN14:BIN14,BIN15:BIN15,BIN16:BIN16,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:test mode,BIN23:func,BIN24:pdc_i_drop,BIN25:de_adj,BIN26:n_circuit,BIN27:pat_check,BIN28:normal_real,BIN29:pro_write,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,GYH,qfn48
SH66K31CX,BIN1:PASS,BIN2:BIN2,BIN3:BIN3,BIN4:BIN4,BIN5:BIN5,BIN6:BIN6,BIN7:BIN7,BIN8:o/s,BIN9:BIN9,BIN10:BIN10,BIN11:BIN11,BIN12:BIN12,BIN13:BIN13,BIN14:BIN14,BIN15:BIN15,BIN16:BIN16,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,unknow,unknow
SH66P31BX,BIN1:PASS,BIN2:BIN2,BIN3:BIN3,BIN4:BIN4,BIN5:BIN5,BIN6:BIN6,BIN7:BIN7,BIN8:BIN8,BIN9:BIN9,BIN10:BIN10,BIN11:BIN11,BIN12:BIN12,BIN13:BIN13,BIN14:BIN14,BIN15:BIN15,BIN16:BIN16,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,unknow,unknow
SH66P51AF,BIN1:PASS,BIN2:func_3v7,BIN3:func_1v7,BIN4:ihalt,BIN5:os,BIN6:istop,BIN7:iop,BIN8:leakage,BIN9:vihvil,BIN10:rp_test,BIN11:drive_sink,BIN12:ron_test,BIN13:rom_3v7,BIN14:rom_1v7,BIN15:lpd,BIN16:lvr,BIN17:vreg,BIN18:vreg_real,BIN19:rc_option,BIN20:rc_stability,BIN21:test_mode0,BIN22:opt_blank,BIN23:pgm_lotid,BIN24:rdlot,BIN25:opt_check,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,WB,QFP44
SH66P51AP,BIN1:PASS,BIN2:func_3v7,BIN3:func_1v7,BIN4:ihalt,BIN5:os,BIN6:istop,BIN7:iop,BIN8:leakage,BIN9:vihvil,BIN10:rp_test,BIN11:drive_sink,BIN12:ron_test,BIN13:rom_3v7,BIN14:rom_1v7,BIN15:lpd,BIN16:lvr,BIN17:vreg,BIN18:vreg_real,BIN19:rc_option,BIN20:rc_stability,BIN21:test_mode0,BIN22:opt_blank,BIN23:pgm_lotid,BIN24:rdlot,BIN25:opt_check,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,WB,LQFP44
SH66P51AU,BIN1:PASS,BIN2:BIN2,BIN3:BIN3,BIN4:BIN4,BIN5:OS,BIN6:BIN6,BIN7:BIN7,BIN8:BIN8,BIN9:BIN9,BIN10:BIN10,BIN11:BIN11,BIN12:BIN12,BIN13:BIN13,BIN14:BIN14,BIN15:BIN15,BIN16:BIN16,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,WB,TQFP48
SH66P51F,BIN1:PASS,BIN2:func_3v7,BIN3:func_1v7,BIN4:ihalt,BIN5:os,BIN6:istop,BIN7:iop,BIN8:leakage,BIN9:vihvil,BIN10:rp_test,BIN11:drive_sink,BIN12:ron_test,BIN13:rom_3v7,BIN14:rom_1v7,BIN15:lpd,BIN16:lvr,BIN17:vreg,BIN18:vreg_real,BIN19:rc_option,BIN20:rc_stability,BIN21:testmd0,BIN22:optblk,BIN23:pgmlotid,BIN24:rdlot,BIN25:lotid_check,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,unknow,unknow
SH66P51P,BIN1:PASS,BIN2:func_3v7,BIN3:func_1v7,BIN4:ihalt,BIN5:o/s,BIN6:istop,BIN7:inop,BIN8:leakage,BIN9:vihvil,BIN10:rp_test,BIN11:drive_sink,BIN12:ron,BIN13:rom_3v7,BIN14:rom-1v7,BIN15:lpd,BIN16:lvr,BIN17:reg,BIN18:reg_real,BIN19:normal_rc,BIN20:rc_stability,BIN21:testmode0,BIN22:optblk,BIN23:pgmlot&pgmcode,BIN24:rdlot,BIN25:optchk,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,unknow,unknow
SH67K90P,BIN1:PASS,BIN2:ext_lowrc,BIN3:ext_highrc,BIN4:lcdfun,BIN5:lcddc,BIN6:portdc,BIN7:current,BIN8:os,BIN9:hvfun,BIN10:lvfun,BIN11:fskfun,BIN12:adc,BIN13:hvrom,BIN14:lvrom,BIN15:optest,BIN16:BIN16,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:CV,BIN34:BL,BIN35:missing,WB,LQFP100
SH67P30L,BIN1:PASS,BIN2:function1_7v,BIN3:function3_7v,BIN4:RC_4M,BIN5:OPTION_RC4M,BIN6:ISB,BIN7:PORTDC,BIN8:OS,BIN9:power_low_test,BIN10:VIH_VIL_test ,BIN11:WRITE OPTION,BIN12:LED_test,BIN13:PGM_LOT,BIN14:READ_BLANK_HV,BIN15:READ_BLANK_LV,BIN16:7DH_blank,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,unknow,unknow
SH67P33C,BIN1:PASS,BIN2:BIN2,BIN3:BIN3,BIN4:BIN4,BIN5:BIN5,BIN6:BIN6,BIN7:BIN7,BIN8:BIN8,BIN9:BIN9,BIN10:BIN10,BIN11:BIN11,BIN12:BIN12,BIN13:BIN13,BIN14:BIN14,BIN15:BIN15,BIN16:BIN16,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,unknow,unknow
SH67P33CS,BIN1:PASS,BIN2:BIN2,BIN3:BIN3,BIN4:BIN4,BIN5:BIN5,BIN6:BIN6,BIN7:BIN7,BIN8:BIN8,BIN9:BIN9,BIN10:BIN10,BIN11:BIN11,BIN12:BIN12,BIN13:BIN13,BIN14:BIN14,BIN15:BIN15,BIN16:BIN16,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,unknow,unknow
SH67P33CX-BA361,BIN1:PASS,BIN2:BIN2,BIN3:BIN3,BIN4:BIN4,BIN5:BIN5,BIN6:BIN6,BIN7:BIN7,BIN8:BIN8,BIN9:BIN9,BIN10:BIN10,BIN11:BIN11,BIN12:BIN12,BIN13:BIN13,BIN14:BIN14,BIN15:BIN15,BIN16:BIN16,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,unknow,unknow
SH67P33CX-BA362,BIN1:PASS,BIN2:BIN2,BIN3:BIN3,BIN4:BIN4,BIN5:BIN5,BIN6:BIN6,BIN7:BIN7,BIN8:BIN8,BIN9:BIN9,BIN10:BIN10,BIN11:BIN11,BIN12:BIN12,BIN13:BIN13,BIN14:BIN14,BIN15:BIN15,BIN16:BIN16,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,unknow,unknow
SH67P33CX-BA363,BIN1:PASS,BIN2:BIN2,BIN3:BIN3,BIN4:BIN4,BIN5:BIN5,BIN6:BIN6,BIN7:BIN7,BIN8:BIN8,BIN9:BIN9,BIN10:BIN10,BIN11:BIN11,BIN12:BIN12,BIN13:BIN13,BIN14:BIN14,BIN15:BIN15,BIN16:BIN16,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,unknow,unknow
SH67P33CX,BIN1:PASS,BIN2:portdc,BIN3:istop,BIN4:iop_ihalt,BIN5:rc_wdt,BIN6:ramtry,BIN7:lotid,BIN8:o/s,BIN9:fun_hv,BIN10:lpd,BIN11:normal_rc,BIN12:otpcheck,BIN13:func_lv,BIN14:rom_zero_hv,BIN15:rom_zero_lv,BIN16:blk_check,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,WB,TSSOP20
SH67P53F,BIN1:PASS,BIN2:dc,BIN3:istop,BIN4:Ihalt,BIN5:iop,BIN6:freq,BIN7:LOTID,BIN8:os,BIN9:fun_hv,BIN10:lpdtest,BIN11:lpdcheck,BIN12:lpdcheck,BIN13:fun_lv,BIN14:rom_hv,BIN15:rom_lv,BIN16:pgm,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:ADC,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:take off,BIN34:BL,BIN35:Missing,unknow,unknow
SH67P53P,BIN1:PASS,BIN2:portdc,BIN3:istop,BIN4:Iop Ihalt,BIN5:wdt rc,BIN6:Rlcd Ron,BIN7:lotid ,BIN8:OS,BIN9:hv_fun,BIN10:lpdtest,BIN11:lpdcheck,BIN12:lpdreal,BIN13:lv_fun,BIN14:rom_hv,BIN15:rom_lv,BIN16:pgm_opt_md0,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:take off,BIN34:BL,BIN35:Missing,ZXF,lqfp64
SH67P54P,BIN1:PASS,BIN2:DC,BIN3:func_hv,BIN4:Iop Ihalt,BIN5:freq,BIN6:LCD,BIN7:LOTID,BIN8:os,BIN9:fun_hv,BIN10:lpd_test,BIN11:lpd_check,BIN12:lpd_real,BIN13:fun_lv,BIN14:romzero_hv,BIN15:romzero_lv,BIN16:pgm_opt_md0,BIN17:rom_zero,BIN18:de option diff,BIN19:LPD REAL CHECK ,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:take off,BIN34:BL,BIN35:Missing,unknow,unknow
SH67P61F,BIN1:PASS,BIN2:dc,BIN3:current,BIN4:cmp,BIN5:osc wdt,BIN6:adc,BIN7:lcd,BIN8:os,BIN9:hv_fun,BIN10:lpd,BIN11:rc,BIN12:optcheck,BIN13:lv_fun,BIN14:romdump_hv,BIN15:romdump_lv,BIN16:pgm mode,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:take off,BIN34:BL,BIN35:Missing,ZXF,qfp44
SH67P61P,BIN1:PASS,BIN2:portdc,BIN3:current,BIN4:cmp,BIN5:osc wdt,BIN6:BIN6,BIN7:lcd,BIN8:OS,BIN9:hv_fun,BIN10:lpd,BIN11:rc,BIN12:BIN12,BIN13:lv_fun,BIN14:romdump_hv,BIN15:romdump_lv,BIN16:pgm mode,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:take off,BIN34:BL,BIN35:Missing,unknow,unknow
SH67P847M,BIN1:PASS,BIN2:FUN_HV,BIN3:FUN_LV,BIN4:PORTDC,BIN5:Istop,BIN6:Ihalt,BIN7:Iop,BIN8:OS,BIN9:adc,BIN10:pgmlotid,BIN11:lpd,BIN12:lpdreal,BIN13:rc,BIN14:rc_real,BIN15:testmd0,BIN16:romzero_hv_lv,BIN17:rdlotid,BIN18:opt_pwd_blk,BIN19:opt_check,BIN20:lotid_check,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:take off,BIN34:BL,BIN35:Missing,ZXF,sop8
SH68F073U,BIN1:PASS,BIN2:BIN2,BIN3:BIN3,BIN4:BIN4,BIN5:BIN5,BIN6:BIN6,BIN7:BIN7,BIN8:BIN8,BIN9:BIN9,BIN10:BIN10,BIN11:BIN11,BIN12:BIN12,BIN13:BIN13,BIN14:BIN14,BIN15:BIN15,BIN16:BIN16,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,unknow,unknow
SH68F093CQ,BIN1:PASS,BIN2:BIN2,BIN3:BIN3,BIN4:BIN4,BIN5:BIN5,BIN6:BIN6,BIN7:BIN7,BIN8:BIN8,BIN9:BIN9,BIN10:BIN10,BIN11:BIN11,BIN12:BIN12,BIN13:BIN13,BIN14:BIN14,BIN15:BIN15,BIN16:BIN16,BIN17:BIN17,BIN18:BIN18,BIN19:BIN19,BIN20:BIN20,BIN21:BIN21,BIN22:BIN22,BIN23:BIN23,BIN24:BIN24,BIN25:BIN25,BIN26:BIN26,BIN27:BIN27,BIN28:BIN28,BIN29:BIN29,BIN30:BIN30,BIN31:BIN31,BIN32:BIN32,BIN33:BIN33,BIN34:BIN34,BIN35:BIN35,unknow,unknow
