#,TestHouse,Product,Assembly,Wire Type,Stage,Lot ID,No.,Vendor Lot ID,Total,Pass,Yield,LotEndDate
752,SMK,SH69P43K,ANST,AU,FT,N983L,5,P14101524503,3600,3583,99.52,2014-10-23
753,SMK,SH69P43K,ANST,AU,FT,N983L,7,P14101402503,3600,3573,99.25,2014-10-23
754,SMK,SH69P43K,ANST,AU,FT,N983L,8,P14101524501,3407,3380,99.2,2014-10-23
755,SMK,SH69P43K,ANST,AU,FT,N983L,9,P14101402501,3421,3402,99.44,2014-10-23
756,SMK,SH69P43K,ANST,AU,FT,N983L,10,P14101402510,3600,3576,99.33,2014-10-23
757,SMK,SH69P43K,ANST,AU,FT,N983L,11,P14101402502,3511,3484,99.23,2014-10-24
758,SMK,SH69P43K,ANST,AU,FT,N983L,12,P14101402511,3600,3563,98.97,2014-10-24
759,SMK,SH69P43K,ANST,AU,FT,N983L,13,P14101402504,3600,3567,99.08,2014-10-24
760,SMK,SH69P43K,ANST,AU,FT,N983L,14,P14101402507,3600,3527,97.97,2014-10-24
761,SMK,SH69P43K,ANST,AU,FT,N983L-1,31,P14091017803,3600,3512,97.55,2014-10-9
762,ANST,SH69P482X,ANST,CU,FT,A6308971**,1,A145775222,26055,25778,98.93,2014-10-10
763,SMK,SH69P48AM,ANST,CU,FT,N9JLR-1,2,P14092210901,7623,7610,99.82,2014-10-30
764,SMK,SH69P48AM,ANST,CU,FT,N9JLR-4,1,P14102705702,11677,11666,99.9,2014-10-30
765,SMK,SH69P48AM,ANST,CU,FT,N9JLR-4,2,P14102705701,147,147,100,2014-10-30
766,SMK,SH69P55A,TSHT,AU,FT,N9AGA-4,1,P14092400201,1800,1785,99.16,2014-10-18
767,SMK,SH69P55A,TSHT,AU,FT,N9AGA-4,2,P14092400202,1909,1897,99.37,2014-10-18
768,SMK,SH69P55A,TSHT,AU,FT,N9AGA-4,3,P14092400203,2700,2685,99.44,2014-10-18
769,SMK,SH69P55A,TSHT,AU,FT,N9AGA-5,1,P14092400103,2700,2679,99.22,2014-10-17
770,SMK,SH69P55A,TSHT,AU,FT,N9AGA-5,2,P14092400102,2700,2670,98.88,2014-10-17
771,SMK,SH69P55A,TSHT,AU,FT,N9AGA-5,3,P14092400105,2169,2162,99.67,2014-10-18
772,SMK,SH69P55A,TSHT,AU,FT,N9AGA-5,4,P14092400101,1800,1798,99.88,2014-10-18
773,SMK,SH69P55A,TSHT,AU,FT,N9AGA-5,5,P14092400104,2700,2672,98.96,2014-10-23
774,SMK,SH69P55A,TSHT,AU,FT,N9AGA-5,6,P14092400106,1800,1797,99.83,2014-10-23
775,ANST,SH69P55AF,ANST,CU,FT,N9AGA,1,A149890857,9149,8899,97.26,2014-10-8
776,ANST,SH69P55AF,ANST,CU,FT,N9MNS-2-1,1,A149897934,17734,17664,99.6,2014-10-3
777,JCST,SH77P1651U,JCST,CU,FT,A6345031,1,TS14084019.1,12957,12336,95.2,2014-10-2
778,JCST,SH77P1651U,JCST,CU,FT,A6345031,2,TS14084019.2,12957,12808,98.85,2014-10-2
779,JCST,SH77P1651U,JCST,CU,FT,A6345031,3,TS14084019.3,12940,12737,98.43,2014-10-2
780,JCST,SH77P1651U,JCST,CU,FT,A6345031,4,TS14084019.4,12952,12827,99.03,2014-10-2
781,JCST,SH77P1651U,JCST,CU,FT,A6345031,5,TS14084019.5,12948,12824,99.04,2014-10-2
782,JCST,SH77P1651U,JCST,CU,FT,A6345031,6,TS14084019.6,12953,12777,98.64,2014-10-2
783,JCST,SH77P1651U,JCST,CU,FT,A6345031,7,TS14084019.7,12949,12787,98.74,2014-10-2
784,JCST,SH77P1651U,JCST,CU,FT,A6345031,8,TS14084019.8,12951,12826,99.03,2014-10-9
785,JCST,SH77P1651U,JCST,CU,FT,A6345031,9,TS14084019.9,12919,12736,98.58,2014-10-9
786,JCST,SH77P1651U,JCST,CU,FT,A6345031,10,TS14084019.10,12949,12587,97.2,2014-10-9
787,JCST,SH77P1651U,JCST,CU,FT,A6345031,11,TS14084019.11,12955,12601,97.26,2014-10-9
788,JCST,SH77P1651U,JCST,CU,FT,A6345031,12,TS14084019.12,5693,5534,97.2,2014-10-9
789,ANST,SH77P1651U,ANST,CU,FT,A6353931,4,A149901477,2874,2850,99.16,2014-10-3
790,JCST,SH77P1651U,JCST,CU,FT,A6363621,1,TS14092009.1,12910,12811,99.23,2014-10-9
791,JCST,SH77P1651U,JCST,CU,FT,A6363621,2,TS14092009.2,12950,12870,99.38,2014-10-9
792,JCST,SH77P1651U,JCST,CU,FT,A6363621,3,TS14092009.3,12888,12794,99.27,2014-10-9
793,JCST,SH77P1651U,JCST,CU,FT,A6363621,4,TS14092009.4,12902,12786,99.1,2014-10-9
794,JCST,SH77P1651U,JCST,CU,FT,A6363621,5,TS14092009.5,12930,12838,99.28,2014-10-9
795,JCST,SH77P1651U,JCST,CU,FT,A6363621,6,TS14092009.6,12948,12843,99.18,2014-10-9
796,JCST,SH77P1651U,JCST,CU,FT,A6363621,7,TS14092009.7,12909,12804,99.18,2014-10-9
797,JCST,SH77P1651U,JCST,CU,FT,A6363621,8,TS14092009.8,12945,12840,99.18,2014-10-9
798,JCST,SH77P1651U,JCST,CU,FT,A6363621,9,TS14092009.9,12957,12817,98.91,2014-10-9
799,JCST,SH77P1651U,JCST,CU,FT,A6363621,10,TS14092009.10,12931,12763,98.7,2014-10-9
800,JCST,SH77P1651U,JCST,CU,FT,A6363621,11,TS14092009.11,12951,12810,98.91,2014-10-16
801,JCST,SH77P1651U,JCST,CU,FT,A6363621,12,TS14092009.13,12934,12829,99.18,2014-10-16
802,JCST,SH77P1651U,JCST,CU,FT,A6363621,13,TS14092009.14,12947,12833,99.11,2014-10-16
803,JCST,SH77P1651U,JCST,CU,FT,A6363621,14,TS14092009.15,12936,12817,99.08,2014-10-16
804,JCST,SH77P1651U,JCST,CU,FT,A6363621,15,TS14092009.16,12945,12887,99.55,2014-10-16
805,JCST,SH77P1651U,JCST,CU,FT,A6363621,16,TS14092009.17,12943,12858,99.34,2014-10-16
806,JCST,SH77P1651U,JCST,CU,FT,A6363621,17,TS14092009.19,10760,10646,98.94,2014-10-23
807,JCST,SH77P1651U,JCST,CU,FT,A6363621,18,TS14092009.12,12945,12590,97.25,2014-10-30
808,JCST,SH77P1651U,JCST,CU,FT,A6363621,19,TS14092009.18,12925,12626,97.68,2014-10-30
809,JCST,SH77P1651U,JCST,CU,FT,A6363621-1,1,TS14092010.1,10165,10067,99.03,2014-10-9
810,JCST,SH77P1651U,JCST,CU,FT,A6641651,1,TS14097003.1,12955,12796,98.77,2014-10-30
811,JCST,SH77P1651U,JCST,CU,FT,A6641651,2,TS14097003.2,12950,12794,98.79,2014-10-30
812,JCST,SH77P1651U,JCST,CU,FT,A6641651,3,TS14097003.3,12907,12682,98.25,2014-10-30
813,JCST,SH77P1651U,JCST,CU,FT,A6641651,4,TS14097003.4,12954,12802,98.82,2014-10-30
814,JCST,SH77P1651U,JCST,CU,FT,A6641651,5,TS14097003.5,12950,12862,99.32,2014-10-30
815,JCST,SH77P1651U,JCST,CU,FT,A6641651,6,TS14097003.6,12936,12779,98.78,2014-10-30
816,JCST,SH77P1651U,JCST,CU,FT,A6642201-2,1,TS14106329.1,12771,12701,99.45,2014-10-23
817,JCST,SH77P1651U,JCST,CU,FT,A6642201-2,2,TS14106329.2,12952,12908,99.66,2014-10-23
818,JCST,SH77P1651U,JCST,CU,FT,A6642201-2,3,TS14106329.3,4315,4296,99.55,2014-10-23
819,JCST,SH77P1651U,JCST,CU,FT,A6642209,1,TS14097004.2,12923,12623,97.67,2014-10-23
820,JCST,SH77P1651U,JCST,CU,FT,A6642209,2,TS14097004.3,13327,13227,99.24,2014-10-23
821,JCST,SH77P1651U,JCST,CU,FT,A6642209,3,TS14097004.5,4317,4296,99.51,2014-10-23
822,JCST,SH77P1651U,JCST,CU,FT,A6642209,4,TS14097004.6,4302,4277,99.41,2014-10-23
823,SMK,SH79F0819M,ANST,CU,FT,N96TW,1,P14090912601,15000,14932,99.54,2014-10-11
824,SMK,SH79F0819M,ANST,CU,FT,N96TW,2,P14091600701,808,804,99.5,2014-10-13
825,SMK,SH79F0819M,ANST,CU,FT,N96TW,3,P14090910502,270,270,100,2014-10-13
826,SMK,SH79F0819M,ANST,CU,FT,N96TW,4,P14090910501,15000,14960,99.73,2014-10-15
827,SMK,SH79F0819M,ANST,CU,FT,N96TW,5,P14091600702,15000,14938,99.58,2014-10-15
828,SMK,SH79F0819M,ANST,CU,FT,N96TW,6,P14090912602,320,318,99.37,2014-10-16
829,SMK,SH79F0819M,ANST,CU,FT,N96TW-1,3,P14090906101,5116,5102,99.72,2014-10-11
830,SMK,SH79F0819M,ANST,CU,FT,N96TW-1,4,P14090405401,1468,1463,99.65,2014-10-14
831,SMK,SH79F0819M,ANST,CU,FT,N96TW-1,5,P14090405402,12608,12588,99.84,2014-10-18
832,SMK,SH79F0819M,ANST,CU,FT,N96TW-1,6,P14090405403,15000,14930,99.53,2014-10-20
833,SMK,SH79F0819M,ANST,CU,FT,N96TW-2,2,P14090219702,5113,5094,99.62,2014-10-6
834,SMK,SH79F0819M,ANST,CU,FT,N96TW-2,3,P14090902101,5807,5785,99.62,2014-10-9
835,SMK,SH79F0819M,ANST,CU,FT,N96TW-2,4,P14090219703,15000,14942,99.61,2014-10-10
836,SMK,SH79F0819M,ANST,CU,FT,N96TW-2,5,P14090219704,15000,14934,99.56,2014-10-10
837,SMK,SH79F0819M,ANST,CU,FT,N96TW-2,6,P14090219701,560,557,99.46,2014-10-13
838,SMK,SH79F0819M,ANST,CU,FT,N98MS01-1,1,P14082504801,5103,5080,99.54,2014-10-7
839,SMK,SH79F0819M,ANST,CU,FT,N98MS01-1,2,P14082623201,10782,10757,99.76,2014-10-8
840,SMK,SH79F0819M,ANST,CU,FT,N98MS01-1,3,P14082505901,10212,10161,99.5,2014-10-8
841,SMK,SH79F0819M,ANST,CU,FT,N98MS01-1,4,P14082217601,5107,5067,99.21,2014-10-15
842,SMK,SH79F0819M,ANST,CU,FT,N98MS01-2,1,P14082706201,4993,4975,99.63,2014-10-6
843,SMK,SH79F0819M,ANST,CU,FT,N98MS01-2,2,P14082623301,5690,5670,99.64,2014-10-7
844,SMK,SH79F0819M,ANST,CU,FT,N98MS01-2,3,P14082506001,5097,5074,99.54,2014-10-7
845,SMK,SH79F0819M,ANST,CU,FT,N98MS01-2,4,P14082217701,5109,5095,99.72,2014-10-7
846,SMK,SH79F0819M,ANST,CU,FT,N98MS01-2,5,P14082206001,5117,5111,99.88,2014-10-8
847,SMK,SH79F0819M,ANST,CU,FT,N98MS01-2,6,P14082504901,5108,5086,99.56,2014-10-8
848,SMK,SH79F0819M,FUJI,CU,FT,N9AY3,1,P14101305201,263,258,98.09,2014-10-16
849,SMK,SH79F0819M,ANST,CU,FT,N9AY5,3,P14092014701,15000,14976,99.84,2014-10-5
850,SMK,SH79F0819M,ANST,CU,FT,N9AY5,4,P14092211001,6989,6966,99.67,2014-10-5
851,SMK,SH79F0819M,ANST,CU,FT,N9AY5,5,P14092231101,5081,5076,99.9,2014-10-5
852,SMK,SH79F0819M,ANST,CU,FT,N9AY5,6,P14092014702,335,335,100,2014-10-5
853,SMK,SH79F0819M,ANST,CU,FT,N9FN8-1,11,P14090905702,15000,14868,99.12,2014-10-16
854,SMK,SH79F0819M,ANST,CU,FT,N9FN8-1,12,P14090913001,5091,5041,99.01,2014-10-16
855,JCST,SH79F0819M,JCST,CU,FT,N9GLG-1,1,TS14098516.1,8977,8964,99.85,2014-10-9
856,JCST,SH79F0819M,JCST,CU,FT,N9GLG-1,2,TS14098516.2,8979,8960,99.78,2014-10-9
857,JCST,SH79F0819M,JCST,CU,FT,N9GLG-1,3,TS14098516.3,8998,8980,99.79,2014-10-9
858,JCST,SH79F0819M,JCST,CU,FT,N9GLG-1,4,TS14098516.4,8995,8983,99.86,2014-10-9
859,JCST,SH79F0819M,JCST,CU,FT,N9GLG-1,5,TS14098516.5,8970,8949,99.76,2014-10-9
860,JCST,SH79F0819M,JCST,CU,FT,N9GLG-1,6,TS14098516.10,8919,8875,99.5,2014-10-16
861,JCST,SH79F0819M,JCST,CU,FT,N9GLG-1,7,TS14098516.11,8804,8754,99.43,2014-10-16
862,JCST,SH79F0819M,JCST,CU,FT,N9GLG-1,8,TS14098516.12,8992,8973,99.78,2014-10-16
863,JCST,SH79F0819M,JCST,CU,FT,N9GLG-1,9,TS14098516.13,8992,8971,99.76,2014-10-16
864,JCST,SH79F0819M,JCST,CU,FT,N9GLG-1,10,TS14098516.14,8985,8951,99.62,2014-10-16
865,JCST,SH79F0819M,JCST,CU,FT,N9GLG-1,11,TS14098516.15,5999,5951,99.19,2014-10-16
866,JCST,SH79F0819M,JCST,CU,FT,N9GLG-1,12,TS14098516.6,8991,8979,99.86,2014-10-16
867,JCST,SH79F0819M,JCST,CU,FT,N9GLG-1,13,TS14098516.7,8994,8985,99.89,2014-10-16
868,JCST,SH79F0819M,JCST,CU,FT,N9GLG-1,14,TS14098516.8,8936,8924,99.86,2014-10-16
869,JCST,SH79F0819M,JCST,CU,FT,N9GLG-1,15,TS14098516.9,8835,8806,99.67,2014-10-16
870,SMK,SH79F0819M,ANST,CU,FT,N9LK1,1,P14102024903,15000,14927,99.51,2014-10-25
871,SMK,SH79F0819M,ANST,CU,FT,N9LK1,2,P14102024902,15000,14972,99.81,2014-10-25
872,SMK,SH79F0819M,ANST,CU,FT,N9LK1,3,P14102118502,10220,10206,99.86,2014-10-25
873,SMK,SH79F0819M,ANST,CU,FT,N9LK1,4,P14102118503,15000,14950,99.66,2014-10-26
874,SMK,SH79F0819M,ANST,CU,FT,N9LK1,5,P14102305601,15000,14958,99.72,2014-10-28
875,SMK,SH79F0819M,ANST,CU,FT,N9LK1,6,P14102204004,5081,5062,99.62,2014-10-30
876,SMK,SH79F0819M,ANST,CU,FT,N9LK1,7,P14102204001,626,625,99.84,2014-10-30
877,SMK,SH79F0819M,ANST,CU,FT,N9LK1,8,P14102024901,551,550,99.81,2014-10-30
878,SMK,SH79F0819M,ANST,CU,FT,N9LK1,9,P14102404901,259,259,100,2014-10-30
879,SMK,SH79F0819M,ANST,CU,FT,N9LK1,10,P14102118501,655,650,99.23,2014-10-30
880,SMK,SH79F0819M,ANST,CU,FT,N9LK1,11,P14102204003,15000,14934,99.56,2014-10-31
881,SMK,SH79F0819M,ANST,CU,FT,N9LK1,12,P14102305604,3019,3008,99.63,2014-10-31
882,JCST,SH79F081AM,JCST,CU,FT,N98ML-1-1,1,TS14096035.1,8996,8981,99.83,2014-10-2
883,JCST,SH79F081AM,JCST,CU,FT,N98ML-1-1,2,TS14096035.2,8996,8972,99.73,2014-10-2
884,JCST,SH79F081AM,JCST,CU,FT,N98ML-1-1,3,TS14096035.3,9036,9018,99.8,2014-10-2
885,JCST,SH79F081AM,JCST,CU,FT,N98ML-1-1,4,TS14096035.4,2979,2973,99.79,2014-10-2
886,SMK,SH79F083AM,ANST,CU,FT,N8FTJ,2,P14081219001,7656,7647,99.88,2014-10-20
887,SMK,SH79F083AM,ANST,CU,FT,N8FTJ,3,P14081107001,7667,7657,99.86,2014-10-21
888,SMK,SH79F083AM,ANST,CU,FT,N8FTJ,4,P14081404501,7630,7621,99.88,2014-10-21
889,SMK,SH79F083AM,ANST,CU,FT,N8NT3,2,P14090301801,7647,7629,99.76,2014-10-4
890,SMK,SH79F083AM,ANST,CU,FT,N8NT3,3,P14091605601,7282,7258,99.67,2014-10-9
891,SMK,SH79F083AM,ANST,CU,FT,N8NT3,4,P14090911001,2643,2632,99.58,2014-10-9
892,SMK,SH79F083AM,ANST,CU,FT,N8NT3-4,1,P14082119002,22115,22067,99.78,2014-10-8
893,SMK,SH79F083AM,ANST,CU,FT,N8NT3-4,2,P14082119001,113,112,99.11,2014-10-14
894,SMK,SH79F083AM,ANST,CU,FT,N919Y-6,1,P14081404601,14686,14667,99.87,2014-10-10
895,SMK,SH79F083AM,ANST,CU,FT,N9MF4-1,1,P14092814102,3866,3861,99.87,2014-10-5
896,SMK,SH79F083AM,ANST,CU,FT,N9MF4-1,2,P14092814104,22800,22741,99.74,2014-10-6
897,SMK,SH79F083AM,ANST,CU,FT,N9MF4-1,3,P14092814106,22800,22727,99.67,2014-10-7
898,SMK,SH79F083AM,ANST,CU,FT,N9MF4-1,4,P14092814101,363,362,99.72,2014-10-8
899,SMK,SH79F083AM,ANST,CU,FT,N9MF4-1,5,P14092814103,4035,4015,99.5,2014-10-8
900,SMK,SH79F083AM,ANST,CU,FT,N9MF4-1,6,P14092814105,22800,22773,99.88,2014-10-8
901,SMK,SH79F083AM,ANST,CU,FT,N9MF4-1,7,P14092920501,7742,7715,99.65,2014-10-11
902,SMK,SH79F083AM,ANST,CU,FT,N9MF4-1,8,P14092814107,22800,22742,99.74,2014-10-12
903,SMK,SH79F083AM,ANST,CU,FT,N9MF4-1,9,P14093006803,22800,22706,99.58,2014-10-14
904,SMK,SH79F083AM,ANST,CU,FT,N9MF4-1,10,P14092920502,22800,22704,99.57,2014-10-16
905,SMK,SH79F083AM,ANST,CU,FT,N9MF4-1,11,P14093006804,22800,22722,99.65,2014-10-17
906,SMK,SH79F083AM,ANST,CU,FT,N9MF4-1,12,P14093006805,22800,22697,99.54,2014-10-18
907,SMK,SH79F083AM,ANST,CU,FT,N9MF6,1,P14101704301,15272,15233,99.74,2014-10-23
908,SMK,SH79F083AM,ANST,CU,FT,N9MF6,2,P14101723905,22800,22748,99.77,2014-10-23
909,SMK,SH79F083AM,ANST,CU,FT,N9MF6,3,P14101723904,22800,22697,99.54,2014-10-24
910,SMK,SH79F083AM,ANST,CU,FT,N9MF6,4,P14102023602,7659,7644,99.8,2014-10-25
911,SMK,SH79F083AM,ANST,CU,FT,N9MF6,5,P14101723903,22800,22698,99.55,2014-10-27
912,SMK,SH79F083AM,ANST,CU,FT,N9MF6,6,P14101723901,22800,22716,99.63,2014-10-31
913,SMK,SH79F083AM,ANST,CU,FT,N9MF6,7,P14102023603,22800,22727,99.67,2014-10-31
914,SMK,SH79F083AM,ANST,CU,FT,N9MF6,8,P14102023604,22800,22754,99.79,2014-10-31
915,SMK,SH79F083AM,ANST,CU,FT,N9MF6,9,P14101723906,282,280,99.29,2014-10-31
916,SMK,SH79F083AM,ANST,CU,FT,N9MF6,10,P14102025001,2829,2814,99.46,2014-10-31
917,SMK,SH79F083AM,ANST,CU,FT,N9MF6,11,P14101723907,157,156,99.36,2014-10-31
918,SMK,SH79F083AM,ANST,CU,FT,N9MF6,12,P14101723908,298,296,99.32,2014-10-31
919,SMK,SH79F083AM,ANST,CU,FT,N9MF6,13,P14102118701,64,60,93.75,2014-10-31
920,ANST,SH79F083AX,ANST,CU,FT,N8Y8Y-5,1,A149909339,22291,22239,99.76,2014-10-27
921,SMK,SH79F084AL,ANST,CU,FT,N87J6,1,P14092403301,21109,21017,99.56,2014-10-22
922,SMK,SH79F084AL,ANST,CU,FT,N8NT3-5,3,P14092301901,33318,33162,99.53,2014-10-23
923,SMK,SH79F084AL,ANST,CU,FT,N8R5P-1,2,P14092302401,22321,22253,99.69,2014-10-23
924,SMK,SH79F084AL,ANST,CU,FT,N8Y8Y-2,1,P14092703201,11054,11023,99.71,2014-10-21
925,SMK,SH79F084AL,ANST,CU,FT,N8Y8Y-2,2,P14092814901,11280,11252,99.75,2014-10-21
926,SMK,SH79F084AL,ANST,CU,FT,N9FF1-1,1,P14092816001,11118,11093,99.77,2014-10-18
927,SMK,SH79F084AL,ANST,CU,FT,N9FF1-1,2,P14100802501,11002,10952,99.54,2014-10-18
928,SMK,SH79F084AL,ANST,CU,FT,N9FF1-1,3,P14092703401,22242,22190,99.76,2014-10-18
929,SMK,SH79F084AL,ANST,CU,FT,N9FF1-1,4,P14093007201,22086,21984,99.53,2014-10-19
930,SMK,SH79F084AL,ANST,CU,FT,N9FF1-1,5,P14092921101,22213,22142,99.68,2014-10-21
931,SMK,SH79F084AL,ANST,CU,FT,N9FF1-1,6,P14100801801,2366,2361,99.78,2014-10-21
932,SMK,SH79F084AL,ANST,CU,FT,N9FF1-1,7,P14092815001,22278,22205,99.67,2014-10-21
933,SMK,SH79F084AL,ANST,CU,FT,N9FF1-1,8,P14092516601,22318,22247,99.68,2014-10-24
934,SMK,SH79F084AL,ANST,CU,FT,N9FF1-1,9,P14093012701,10977,10859,98.92,2014-10-31
935,SMK,SH79F084AL,ANST,CU,FT,N9J3S-2,3,P14092302202,11175,11152,99.79,2014-10-4
936,SMK,SH79F084AL,ANST,CU,FT,N9J3S-2,4,P14092302203,7076,7065,99.84,2014-10-6
937,SMK,SH79F084AL,ANST,CU,FT,N9J3S-2,5,P14092302201,60000,59927,99.87,2014-10-9
938,SMK,SH79F084L,ANST,CU,FT,N9542,1,P14092516701,22367,22341,99.88,2014-10-11
939,SMK,SH79F084L,ANST,CU,FT,N9542,2,P14092403401,22360,22339,99.9,2014-10-12
940,SMK,SH79F084L,ANST,CU,FT,N9542,3,P14092816101,8204,8186,99.78,2014-10-12
941,SMK,SH79F084L,ANST,CU,FT,N967G,3,P14092206601,22372,22341,99.86,2014-10-9
942,SMK,SH79F084L,ANST,CU,FT,N967G,4,P14091908702,2333,2329,99.82,2014-10-10
943,SMK,SH79F084L,ANST,CU,FT,N967G,5,P14091908701,42342,42272,99.83,2014-10-10
944,SMK,SH79F084L,ANST,CU,FT,N9MFH,4,P14092211301,4681,4674,99.85,2014-10-4
945,SMK,SH79F084L,ANST,CU,FT,N9MFH,5,P14092015101,42373,42347,99.93,2014-10-4
946,SMK,SH79F084L,ANST,CU,FT,N9MFH,6,P14092211302,51192,51117,99.85,2014-10-6
947,SMK,SH79F084L,ANST,CU,FT,N9MFH,7,P14092015102,2325,2324,99.95,2014-10-8
948,SMK,SH79F084L,ANST,CU,FT,N9MFH,8,P14092231201,1188,1188,100,2014-10-8
949,SMK,SH79F084L,ANST,CU,FT,N9MFH,9,P14092816201,11119,11092,99.75,2014-10-8
950,SMK,SH79F084L,ANST,CU,FT,N9MFH,10,P14092231203,60000,59916,99.86,2014-10-9
951,SMK,SH79F085M,ANST,CU,FT,N967H10-4,1,P14100810603,18000,17908,99.48,2014-10-30
952,SMK,SH79F085M,ANST,CU,FT,N967H10-4,2,P14100810601,4890,4876,99.71,2014-10-30
953,SMK,SH79F085M,ANST,CU,FT,N967H10-4,3,P14101109301,7664,7641,99.69,2014-10-31
954,SMK,SH79F085X,ANST,CU,FT,N9LH3-1,1,P14102205301,11117,11064,99.52,2014-10-31
955,SMK,SH79F085X,ANST,CU,FT,N9LH3-1,2,P14102024401,11130,11101,99.73,2014-10-31
956,ANST,SH79F086X,ANST,CU,FT,N96CL-1,1,A149894429.A,23459,23339,99.48,2014-10-14
957,JCST,SH79F088L,JCST,CU,FT,N8MJS01,1,TS14106176.1,9582,9313,97.19,2014-10-30
958,JCST,SH79F088L,JCST,CU,FT,N9955-1-1,1,TS14106177.3,28720,28175,98.1,2014-10-30
959,ANST,SH79F1611U,ANST,CU,FT,N96CL-2,1,A149892876,34131,33804,99.04,2014-10-12
960,ANST,SH79F1611U,ANST,CU,FT,N96CL-2,2,A149892888,5749,5721,99.51,2014-10-13
961,ANST,SH79F1611U,ANST,CU,FT,N96CL-2,3,A149892902,11506,11411,99.17,2014-10-13
962,ANST,SH79F1611U,ANST,CU,FT,N96CL-2,4,A149892892,14374,14272,99.29,2014-10-14
963,ANST,SH79F1611U,ANST,CU,FT,N96CL-2,5,A149892893,28157,27936,99.21,2014-10-16
964,ANST,SH79F1611U,ANST,CU,FT,N96CL-3,1,A14A915503,26641,26427,99.19,2014-10-29
965,ANST,SH79F1611U,ANST,CU,FT,N97NT,1,A14A915532,26570,26420,99.43,2014-10-30
966,ANST,SH79F1611U,ANST,CU,FT,N9F2J,1,A149902788,28577,28384,99.32,2014-10-11
967,ANST,SH79F1611U,ANST,CU,FT,N9F2J,2,A149902805,28681,28502,99.37,2014-10-15
968,ANST,SH79F1611U,ANST,CU,FT,N9F2J,3,A149902812,11447,11341,99.07,2014-10-16
969,ANST,SH79F1611U,ANST,CU,FT,N9F2J,4,A149902816,14201,14095,99.25,2014-10-17
970,ANST,SH79F1611U,ANST,CU,FT,N9F2J,5,A149902785,28643,28419,99.21,2014-10-17
971,ANST,SH79F1611U,ANST,CU,FT,N9F2J-1,1,A149903912,27438,27263,99.36,2014-10-5
972,ANST,SH79F1611U,ANST,CU,FT,N9F2J-1,2,A149903911.A,25766,25585,99.29,2014-10-13
973,JCST,SH79F1612AM,JCST,CU,FT,N8NT4,1,TS14092011.1,23021,22959,99.73,2014-10-2
974,JCST,SH79F1612AM,JCST,CU,FT,N8NT4,2,TS14092011.2,18936,18887,99.74,2014-10-2
975,JCST,SH79F1612AM,JCST,CU,FT,N8NT4,3,TS14092011.3,23036,22980,99.75,2014-10-2
976,JCST,SH79F1612AM,JCST,CU,FT,N8NT4,4,TS14092011.4,23029,22955,99.67,2014-10-2
977,JCST,SH79F1612AM,JCST,CU,FT,N8NT4,5,TS14092011.5,22921,22853,99.7,2014-10-30
978,SMK,SH79F1612AM,ANST,CU,FT,N8PYR-2,4,P14072809801,102,100,98.03,2014-10-30
979,SMK,SH79F1612AM,ANST,CU,FT,N8Y8Y-1,2,P14092403501,14430,14329,99.3,2014-10-4
980,SMK,SH79F1612AM,ANST,CU,FT,N8Y8Y-1,3,P14091908901,7655,7628,99.64,2014-10-15
981,SMK,SH79F1612AM,ANST,CU,FT,N8Y8Y-1,4,P14091808101,166,165,99.39,2014-10-16
982,SMK,SH79F1612AM,ANST,CU,FT,N8Y8Y-4,1,P14100802202,15281,15236,99.7,2014-10-11
983,SMK,SH79F1612AM,ANST,CU,FT,N8Y8Y-4,2,P14100809801,15330,15291,99.74,2014-10-12
984,SMK,SH79F1612AM,ANST,CU,FT,N8Y8Y-4,3,P14100802203,22800,22727,99.67,2014-10-13
985,SMK,SH79F1612AM,ANST,CU,FT,N8Y8Y-4,4,P14100802201,3019,2998,99.3,2014-10-16
986,SMK,SH79F1612AM,ANST,CU,FT,N9JR5,1,P14091526803,7600,7597,99.96,2014-10-16
987,SMK,SH79F1612AM,ANST,CU,FT,N9JR5,2,P14091526806,22800,22754,99.79,2014-10-17
988,SMK,SH79F1612AM,ANST,CU,FT,N9JR5,3,P14091526807,22800,22743,99.75,2014-10-17
989,SMK,SH79F1612AM,ANST,CU,FT,N9JR5,4,P14091506202,22800,22764,99.84,2014-10-18
990,SMK,SH79F1612AM,ANST,CU,FT,N9JR5,5,P14091713401,15208,15175,99.78,2014-10-18
991,SMK,SH79F1612AM,ANST,CU,FT,N9JR5,6,P14092015401,7672,7664,99.89,2014-10-18
992,SMK,SH79F1612AM,ANST,CU,FT,N9JR5,7,P14091506201,7797,7781,99.79,2014-10-20
993,SMK,SH79F1612AM,ANST,CU,FT,N9JR5,8,P14092231501,7663,7651,99.84,2014-10-20
994,SMK,SH79F1612AM,ANST,CU,FT,N9JR5,9,P14091808301,7672,7656,99.79,2014-10-19
995,SMK,SH79F1612AM,ANST,CU,FT,N9JR5,10,P14091909101,7670,7657,99.83,2014-10-21
996,SMK,SH79F1612AM,ANST,CU,FT,N9JR5,11,P14091526801,331,331,100,2014-10-23
997,SMK,SH79F1612AM,ANST,CU,FT,N9JR5,12,P14092211601,2808,2779,98.96,2014-10-31
998,SMK,SH79F1612AM,ANST,CU,FT,N9JR5,13,P14091526805,22800,22772,99.87,2014-10-31
999,SMK,SH79F1612AM,ANST,CU,FT,N9JR5,14,P14091526802,386,383,99.22,2014-10-31
1000,SMK,SH79F1612AM,ANST,CU,FT,N9JR5-1,1,P14091600402,15300,15278,99.85,2014-10-20
